"year","GEOID","rate"
"2012","41031","5.9"
"2015","46037","6.4"
"2011","42123","5.4"
"2013","41031","5.8"
"2008","46039","10.6"
"2012","42123","5.1"
"2014","41031","4.7"
"2013","42123","5.5"
"2015","41031","4.2"
"2009","46039","13.2"
"2008","41033","2.8"
"2014","42123","4.3"
"2010","46039","14.6"
"2015","42123","3.9"
"2009","41033","4.4"
"2011","46039","14.5"
"2008","42125","3.9"
"2010","41033","6.7"
"2012","46039","13"
"2011","41033","6.1"
"2009","42125","6.3"
"2012","41033","5.6"
"2013","46039","10.7"
"2013","41033","5.7"
"2014","46039","8.6"
"2010","42125","6.9"
"2014","41033","4.6"
"2015","46039","8"
"2015","41033","4"
"2011","42125","6"
"2008","46041","7"
"2008","41035","3.8"
"2009","46041","11.1"
"2009","41035","5.6"
"2012","42125","5.3"
"2010","46041","11.3"
"2013","42125","5.5"
"2010","41035","6.7"
"2014","42125","4.7"
"2011","46041","11.2"
"2011","41035","6.3"
"2015","42125","4.3"
"2012","41035","5.6"
"2008","42127","4.8"
"2012","46041","9.6"
"2013","41035","6.5"
"2009","42127","8.3"
"2013","46041","8.3"
"2010","42127","9.8"
"2014","41035","5.5"
"2011","42127","8.7"
"2015","41035","4.6"
"2012","42127","7.3"
"2014","46041","7.2"
"2008","41037","4.3"
"2015","46041","6.6"
"2013","42127","9"
"2009","41037","8"
"2014","42127","7.5"
"2010","41037","8.6"
"2015","42127","7.6"
"2008","46043","7.4"
"2008","42129","2.3"
"2009","46043","11.9"
"2011","41037","7"
"2009","42129","4.5"
"2010","46043","14.5"
"2012","41037","6.1"
"2010","42129","4.6"
"2011","46043","13.6"
"2011","42129","3.2"
"2013","41037","6.1"
"2012","42129","2.8"
"2012","46043","11.9"
"2013","42129","3.2"
"2014","41037","5"
"2013","46043","10.1"
"2014","42129","2.8"
"2015","41037","4.8"
"2015","42129","4"
"2014","46043","8.5"
"2008","42131","3.5"
"2015","46043","8.4"
"2009","42131","6.9"
"2008","41039","2.7"
"2008","46045","5.5"
"2010","42131","6.9"
"2009","41039","4.6"
"2009","46045","9.8"
"2011","42131","5.7"
"2010","41039","5.2"
"2012","42131","5"
"2010","46045","9.6"
"2011","41039","4"
"2011","46045","8.6"
"2013","42131","5.1"
"2012","41039","3.6"
"2014","42131","4.2"
"2012","46045","7.4"
"2015","42131","4.2"
"2013","41039","3.7"
"2008","42133","4.5"
"2014","41039","3.1"
"2013","46045","6.1"
"2015","41039","3.9"
"2009","42133","8.6"
"2014","46045","5.3"
"2010","42133","9.6"
"2008","41041","4.2"
"2011","42133","8.3"
"2015","46045","5"
"2012","42133","7.8"
"2009","41041","6.5"
"2013","42133","8.2"
"2010","41041","8"
"2014","42133","6.8"
"2011","41041","7.1"
"2008","46047","7.6"
"2015","42133","6.6"
"2012","41041","6.6"
"2009","46047","12.5"
"2008","42135","5.9"
"2013","41041","6.9"
"2009","42135","9.5"
"2014","41041","5.8"
"2010","42135","9.6"
"2010","46047","11.9"
"2011","42135","9.2"
"2015","41041","4.8"
"2012","42135","8.3"
"2011","46047","11.3"
"2013","42135","8.4"
"2012","46047","10.1"
"2014","42135","6.9"
"2013","46047","8.6"
"2008","41043","2.4"
"2015","42135","6.1"
"2014","46047","6.9"
"2008","42137","3.5"
"2009","41043","4.3"
"2009","42137","7.4"
"2015","46047","6.3"
"2010","42137","7.8"
"2008","46049","9"
"2010","41043","5.2"
"2011","42137","5.8"
"2011","41043","3.9"
"2012","42137","4.9"
"2009","46049","14.8"
"2013","42137","5.4"
"2010","46049","12.8"
"2014","42137","4.5"
"2012","41043","3.2"
"2015","42137","5.7"
"2011","46049","12.9"
"2008","42139","2.7"
"2012","46049","11.2"
"2013","41043","3.5"
"2009","42139","5.2"
"2013","46049","9.3"
"2010","42139","4.9"
"2014","41043","3.1"
"2011","42139","4.4"
"2014","46049","7.7"
"2012","42139","4.2"
"2015","41043","3.6"
"2013","42139","4.4"
"2008","41045","2.2"
"2014","42139","3.7"
"2015","46049","8.5"
"2009","41045","4.6"
"2015","42139","3.1"
"2008","46051","7.1"
"2010","41045","5.3"
"2009","46051","11.7"
"2011","41045","3.8"
"2008","42141","4.1"
"2010","46051","12.3"
"2012","41045","2.8"
"2011","46051","11.9"
"2009","42141","7"
"2013","41045","3.1"
"2010","42141","6.2"
"2012","46051","10.3"
"2011","42141","5.8"
"2014","41045","3"
"2012","42141","4.8"
"2013","46051","8.6"
"2015","41045","3.9"
"2014","46051","7.4"
"2008","41047","2.6"
"2013","42141","5.4"
"2009","41047","4.4"
"2014","42141","4.6"
"2015","46051","7"
"2015","42141","4.2"
"2010","41047","5.5"
"2008","42143","3.6"
"2008","46053","6"
"2009","42143","6.5"
"2011","41047","4.4"
"2009","46053","10.3"
"2010","42143","7"
"2012","41047","4.1"
"2011","42143","6.1"
"2013","41047","4.1"
"2012","42143","5.2"
"2014","41047","3.6"
"2010","46053","9.8"
"2013","42143","5.1"
"2015","41047","3.9"
"2014","42143","4.3"
"2011","46053","9.9"
"2015","42143","4"
"2012","46053","8.5"
"2008","42145","3.6"
"2008","41049","3"
"2009","42145","6.5"
"2013","46053","6.9"
"2010","42145","6.8"
"2014","46053","5.7"
"2011","42145","5.9"
"2009","41049","5.7"
"2015","46053","5.1"
"2012","42145","5.2"
"2010","41049","7.5"
"2013","42145","5.1"
"2011","41049","5.8"
"2014","42145","4.3"
"2012","41049","5"
"2015","42145","4"
"2008","46055","6.6"
"2008","42147","3"
"2013","41049","5"
"2009","46055","10.6"
"2009","42147","5.5"
"2014","41049","4.1"
"2010","42147","6.7"
"2010","46055","11.5"
"2011","42147","5.7"
"2015","41049","4.5"
"2012","42147","4.8"
"2011","46055","11"
"2008","41051","4"
"2013","42147","4.8"
"2012","46055","9.5"
"2014","42147","4.2"
"2013","46055","7.8"
"2015","42147","4.2"
"2009","41051","7.1"
"2008","42149","2.7"
"2010","41051","6.5"
"2014","46055","6.4"
"2009","42149","5.6"
"2011","41051","5.3"
"2015","46055","6"
"2010","42149","6.1"
"2012","41051","4.8"
"2011","42149","4.5"
"2008","46057","11.5"
"2013","41051","4.8"
"2012","42149","4"
"2009","46057","17.4"
"2013","42149","4.2"
"2010","46057","14.7"
"2014","42149","3.4"
"2014","41051","4"
"2011","46057","13.3"
"2015","42149","5.3"
"2012","46057","11.3"
"2015","41051","4.3"
"2008","42151","2.8"
"2013","46057","9.3"
"2009","42151","4.2"
"2014","46057","7.2"
"2010","42151","4.2"
"2008","41053","2.5"
"2011","42151","3.4"
"2009","41053","3.8"
"2012","42151","2.8"
"2010","41053","4.5"
"2013","42151","3.3"
"2015","46057","6.3"
"2014","42151","2.7"
"2011","41053","3.7"
"2015","42151","2.6"
"2012","41053","3.4"
"2008","42153","2.2"
"2008","46059","7.4"
"2009","42153","6.2"
"2009","46059","11.7"
"2010","42153","6.9"
"2013","41053","3.4"
"2010","46059","12.3"
"2014","41053","2.6"
"2011","42153","4.7"
"2011","46059","11.6"
"2015","41053","2.8"
"2012","42153","3.5"
"2008","41055","4.4"
"2012","46059","10.3"
"2009","41055","7.7"
"2013","42153","3.6"
"2013","46059","8.6"
"2014","42153","3.1"
"2010","41055","7.7"
"2015","42153","4.9"
"2011","41055","6.3"
"2014","46059","7.1"
"2008","42001","7.1"
"2015","46059","6.5"
"2009","42001","10.4"
"2012","41055","5.3"
"2010","42001","10.3"
"2008","46061","9.3"
"2011","42001","10.9"
"2009","46061","14.3"
"2012","42001","10.6"
"2013","41055","5.4"
"2013","42001","9.6"
"2010","46061","16.2"
"2014","41055","4.7"
"2014","42001","8.3"
"2015","41055","5.4"
"2015","42001","6.9"
"2011","46061","16.2"
"2008","41057","3.4"
"2008","42003","4.7"
"2012","46061","14"
"2009","42003","8"
"2013","46061","11"
"2010","42003","7.1"
"2009","41057","5.4"
"2011","42003","6.4"
"2010","41057","5.9"
"2012","42003","6"
"2011","41057","5.4"
"2013","42003","5.7"
"2012","41057","4.7"
"2014","42003","5.1"
"2013","41057","4.4"
"2015","42003","4.3"
"2014","46061","9"
"2014","41057","4.1"
"2008","42005","5.7"
"2015","46061","8.5"
"2015","41057","3.4"
"2008","47063","3.8000000000000003"
"2009","42005","10.4"
"2008","41059","2.3"
"2009","47063","5.55"
"2010","42005","10.1"
"2010","47063","5.85"
"2009","41059","3.9"
"2011","42005","8.9"
"2010","41059","4.5"
"2011","47063","6"
"2012","42005","8"
"2011","41059","3.7"
"2013","42005","7.1"
"2012","47063","5.35"
"2014","42005","6.2"
"2012","41059","3.2"
"2013","47063","4.3"
"2015","42005","5.2"
"2013","41059","3.3"
"2014","47063","3.65"
"2008","42007","5.3"
"2015","47063","3.5999999999999996"
"2009","42007","9.1"
"2014","41059","2.7"
"2008","47065","6.6000000000000005"
"2015","41059","2.9"
"2010","42007","10"
"2009","47065","9.65"
"2011","42007","9.4"
"2008","41061","3.7"
"2012","42007","8.7"
"2009","41061","7.7"
"2013","42007","7.8"
"2010","41061","9.8"
"2014","42007","6.6"
"2011","41061","8.9"
"2010","47065","8.75"
"2012","41061","8.9"
"2011","47065","8.6"
"2015","42007","5.6"
"2013","41061","9.1"
"2008","42009","7.1"
"2012","47065","7.5"
"2014","41061","7.4"
"2013","47065","6.3500000000000005"
"2009","42009","13.3"
"2015","41061","7.6"
"2010","42009","12.9"
"2014","47065","5.2"
"2011","42009","11.3"
"2008","41063","5.4"
"2012","42009","10.7"
"2009","41063","10.2"
"2015","47065","4.85"
"2013","42009","9.7"
"2010","41063","10.9"
"2008","47067","8.399999999999999"
"2014","42009","8.4"
"2009","47067","12.299999999999999"
"2015","42009","7.2"
"2010","47067","11.15"
"2011","41063","9.4"
"2011","47067","10.75"
"2008","42011","8.3"
"2012","47067","9.65"
"2009","42011","13"
"2013","47067","8.15"
"2010","42011","12.7"
"2014","47067","6.7"
"2012","41063","8"
"2011","42011","11.6"
"2013","41063","8.1"
"2012","42011","11.1"
"2015","47067","6.25"
"2014","41063","7"
"2008","47069","7.65"
"2013","42011","10.3"
"2015","41063","7.2"
"2014","42011","9"
"2008","41065","3.2"
"2015","42011","7.6"
"2009","41065","5"
"2008","42013","9.9"
"2009","47069","11.5"
"2010","41065","5.9"
"2009","42013","18.2"
"2010","47069","12.5"
"2010","42013","15.9"
"2011","41065","5.5"
"2011","42013","14.3"
"2012","41065","5.1"
"2011","47069","11.7"
"2013","41065","5.4"
"2012","42013","13.6"
"2014","41065","4.3"
"2013","42013","12.1"
"2015","41065","4"
"2014","42013","9.8"
"2008","41067","4.3"
"2015","42013","8.5"
"2009","41067","8.3"
"2012","47069","10.55"
"2008","42015","8.1"
"2010","41067","7.5"
"2009","42015","13.2"
"2011","41067","6.1"
"2010","42015","12.6"
"2012","41067","4.9"
"2013","47069","8.55"
"2011","42015","12"
"2013","41067","5.3"
"2012","42015","11.8"
"2014","41067","4.6"
"2013","42015","10.6"
"2015","41067","5.5"
"2014","47069","6.699999999999999"
"2014","42015","10.2"
"2008","41069","4.3"
"2015","47069","6.55"
"2015","42015","8.5"
"2008","47071","6.4"
"2009","41069","7.4"
"2008","42017","8.2"
"2009","47071","9.15"
"2009","42017","14.9"
"2010","47071","8.8"
"2010","41069","10.4"
"2011","47071","8.95"
"2010","42017","13.8"
"2011","41069","8.5"
"2012","47071","7.9"
"2012","41069","7.8"
"2013","47071","6.7"
"2013","41069","8.2"
"2014","47071","5.550000000000001"
"2014","41069","7"
"2015","47071","4.8"
"2011","42017","12.3"
"2008","47073","4.85"
"2012","42017","11.3"
"2015","41069","6.4"
"2009","47073","8.2"
"2008","41071","3.5"
"2010","47073","7.550000000000001"
"2013","42017","9.5"
"2009","41071","7.4"
"2011","47073","6.8"
"2014","42017","7.8"
"2010","41071","9.2"
"2015","42017","6"
"2011","41071","7.8"
"2012","47073","5.9"
"2012","41071","7.1"
"2008","42019","9.9"
"2013","47073","5.35"
"2013","41071","6.9"
"2014","47073","4.4"
"2009","42019","15.7"
"2014","41071","5.7"
"2015","47073","4.05"
"2015","41071","5.5"
"2008","47075","6.3"
"2008","41073","2.3"
"2009","47075","9.25"
"2010","42019","14"
"2009","41073","4.4"
"2010","47075","9.45"
"2010","41073","5.1"
"2011","47075","9.55"
"2011","41073","3.9"
"2011","42019","12.7"
"2012","41073","3.3"
"2012","42019","12"
"2013","41073","3.5"
"2012","47075","9"
"2014","41073","3.1"
"2013","42019","10.6"
"2015","41073","3"
"2014","42019","9.2"
"2013","47075","7.9"
"2008","41075","3.8"
"2015","42019","7.7"
"2009","41075","6.2"
"2008","42021","4.3"
"2010","41075","6"
"2009","42021","6.9"
"2011","41075","5.2"
"2014","47075","7.550000000000001"
"2012","41075","4.7"
"2015","47075","6.85"
"2013","41075","4.9"
"2008","47077","4.65"
"2010","42021","9"
"2014","41075","4.1"
"2009","47077","7.9"
"2015","41075","4.5"
"2011","42021","9.7"
"2008","41077","4.3"
"2010","47077","8.15"
"2009","41077","10.7"
"2012","42021","10.1"
"2010","41077","10"
"2011","47077","7.15"
"2013","42021","9.5"
"2011","41077","9.9"
"2014","42021","8.1"
"2012","41077","8.5"
"2012","47077","6.25"
"2013","41077","8.9"
"2015","42021","6.5"
"2013","47077","5.300000000000001"
"2008","42023","10.6"
"2014","47077","4.65"
"2014","41077","7.4"
"2009","42023","13.7"
"2015","47077","4.4"
"2015","41077","7.9"
"2008","47079","4.65"
"2010","42023","13.7"
"2008","41079","5.2"
"2011","42023","13.8"
"2009","47079","7.8"
"2012","42023","14"
"2010","47079","7.550000000000001"
"2009","41079","9.8"
"2013","42023","12.4"
"2011","47079","7.1"
"2014","42023","10.5"
"2010","41079","9.4"
"2015","42023","8.9"
"2012","47079","6.199999999999999"
"2008","42025","9.5"
"2011","41079","8.9"
"2013","47079","5.4"
"2009","42025","16.3"
"2014","47079","4.8"
"2010","42025","14.2"
"2012","41079","8.6"
"2015","47079","4.65"
"2011","42025","13.3"
"2013","41079","8.9"
"2012","42025","11.8"
"2014","41079","6.9"
"2008","47081","4.45"
"2015","41079","6.7"
"2013","42025","11.6"
"2008","41081","4"
"2009","47081","6.95"
"2014","42025","9.6"
"2009","41081","7.1"
"2015","42025","7.3"
"2010","41081","6.5"
"2008","42027","5.4"
"2010","47081","7.35"
"2009","42027","8.2"
"2011","47081","7.300000000000001"
"2010","42027","8.3"
"2011","41081","5.5"
"2011","42027","7.9"
"2012","47081","6.5"
"2012","41081","5"
"2012","42027","7.2"
"2013","47081","5.4"
"2013","42027","6.3"
"2014","47081","4.6"
"2014","42027","5.5"
"2015","47081","4.25"
"2015","42027","4.7"
"2008","47083","4.65"
"2008","42029","7.9"
"2013","41081","5.2"
"2009","42029","12.8"
"2014","41081","4.5"
"2009","47083","8.1"
"2015","41081","4.5"
"2010","47083","7.8500000000000005"
"2010","42029","12.5"
"2011","47083","7.25"
"2011","42029","11.7"
"2012","47083","6.300000000000001"
"2012","42029","11.1"
"2013","47083","5.2"
"2013","42029","9.8"
"2014","47083","4.35"
"2014","42029","8.4"
"2015","47083","4"
"2015","42029","6.9"
"2008","47085","6.4"
"2008","42031","10.1"
"2009","47085","9.15"
"2009","42031","15"
"2010","42031","13.7"
"2010","47085","9.5"
"2011","42031","12.7"
"2011","47085","9.25"
"2012","42031","11.8"
"2012","47085","8.25"
"2013","42031","10.5"
"2013","47085","6.699999999999999"
"2014","42031","8.9"
"2014","47085","5.8"
"2015","42031","7.4"
"2015","47085","5.85"
"2008","42033","9.2"
"2008","47087","7.15"
"2009","42033","14.5"
"2009","47087","12.3"
"2010","42033","14"
"2010","47087","11.3"
"2011","42033","12.6"
"2011","47087","10.2"
"2012","42033","12.2"
"2012","47087","8.7"
"2013","42033","11.1"
"2013","47087","7.25"
"2014","42033","9.4"
"2014","47087","5.65"
"2015","42033","7.9"
"2015","47087","5.1"
"2008","42035","9.2"
"2008","47089","7.300000000000001"
"2009","42035","14.1"
"2009","47089","9.9"
"2010","42035","12.9"
"2010","47089","11.05"
"2011","42035","12"
"2011","47089","10.6"
"2012","42035","11.7"
"2012","47089","10.2"
"2013","47089","8.15"
"2013","42035","10.8"
"2014","47089","6.9"
"2014","42035","9.4"
"2015","47089","6.3"
"2015","42035","8"
"2008","47091","5.7"
"2009","47091","10.05"
"2008","42037","8.6"
"2010","47091","8.75"
"2009","42037","12.6"
"2011","47091","8.25"
"2012","47091","7.050000000000001"
"2010","42037","13.5"
"2013","47091","6.050000000000001"
"2011","42037","13.1"
"2014","47091","5.199999999999999"
"2012","42037","12.9"
"2015","47091","4.7"
"2013","42037","11.4"
"2008","47003","4.95"
"2014","42037","9.6"
"2009","47003","8.3"
"2015","42037","7.8"
"2010","47003","8.05"
"2008","42039","6.7"
"2011","47003","7.250000000000001"
"2009","42039","12.3"
"2012","47003","6.4"
"2013","47003","5.949999999999999"
"2010","42039","11"
"2014","47003","5"
"2011","42039","9.7"
"2015","47003","4.4"
"2012","42039","8.9"
"2008","47005","5.6"
"2013","42039","8"
"2009","47005","8.8"
"2014","42039","6.9"
"2010","47005","8.25"
"2015","42039","5.9"
"2011","47005","7.6"
"2008","42041","6.6"
"2012","47005","6.65"
"2009","42041","10.6"
"2013","47005","6.65"
"2014","47005","5.9"
"2010","42041","11"
"2015","47005","5.25"
"2011","42041","10.4"
"2008","47007","6.2"
"2012","42041","9.9"
"2009","47007","9.7"
"2013","42041","8.8"
"2010","47007","10.2"
"2014","42041","7.8"
"2011","47007","9.3"
"2015","42041","6.8"
"2012","47007","8.55"
"2008","42043","7.8"
"2013","47007","8.4"
"2009","42043","14"
"2014","47007","7.2"
"2015","47007","6.550000000000001"
"2010","42043","12.8"
"2008","47009","4.8"
"2011","42043","11.4"
"2009","47009","7.65"
"2012","42043","10.7"
"2010","47009","6.65"
"2013","42043","9.7"
"2011","47009","6.6"
"2014","42043","8.1"
"2012","47009","5.5"
"2015","42043","6.9"
"2013","47009","5.050000000000001"
"2008","42045","7.5"
"2009","42045","10.9"
"2014","47009","4.35"
"2010","42045","9.7"
"2015","47009","4"
"2011","42045","9.4"
"2008","47011","4.4"
"2012","42045","9.4"
"2009","47011","6.65"
"2013","42045","8.5"
"2010","47011","7.050000000000001"
"2014","42045","8"
"2011","47011","6.65"
"2012","47011","5.65"
"2015","42045","6.5"
"2013","47011","5.25"
"2008","42047","6.6"
"2014","47011","4.6"
"2009","42047","11.1"
"2015","47011","4.15"
"2010","42047","11.2"
"2008","47013","5.15"
"2011","42047","10.5"
"2009","47013","8.4"
"2012","42047","10"
"2010","47013","8.149999999999999"
"2013","42047","8.9"
"2011","47013","7.799999999999999"
"2014","42047","7.4"
"2012","47013","7.300000000000001"
"2015","42047","6.1"
"2013","47013","7.15"
"2014","47013","6.1"
"2008","42049","6.4"
"2015","47013","5.4"
"2009","42049","9.4"
"2008","47015","5.050000000000001"
"2010","42049","9.3"
"2009","47015","7.75"
"2011","42049","8.2"
"2010","47015","7.4"
"2012","42049","8.1"
"2011","47015","7.2"
"2013","42049","7.7"
"2012","47015","6.050000000000001"
"2014","42049","6.9"
"2013","47015","5.65"
"2015","42049","5.8"
"2014","47015","4.8"
"2008","42051","5.9"
"2015","47015","4.25"
"2009","42051","10.6"
"2008","47017","9.649999999999999"
"2010","42051","9.6"
"2009","47017","15.55"
"2011","42051","8.3"
"2010","47017","12.95"
"2012","42051","7.6"
"2011","47017","11.2"
"2013","42051","6.8"
"2012","47017","10.3"
"2014","42051","5.9"
"2013","47017","10.350000000000001"
"2015","42051","5"
"2014","47017","8.85"
"2008","42053","5.6"
"2015","47017","8"
"2009","42053","9.5"
"2008","47019","4.699999999999999"
"2010","42053","9.7"
"2009","47019","7.7"
"2011","42053","9.3"
"2010","47019","8"
"2012","42053","8.9"
"2011","47019","7.45"
"2013","42053","8.1"
"2012","47019","6.800000000000001"
"2014","42053","6.8"
"2013","47019","6.549999999999999"
"2015","42053","5.7"
"2014","47019","5.5"
"2008","42055","5.9"
"2015","47019","5"
"2009","42055","9.1"
"2008","47021","4.2"
"2010","42055","11.7"
"2009","47021","6.800000000000001"
"2011","42055","11.1"
"2010","47021","6.65"
"2012","42055","10.8"
"2013","42055","9.3"
"2011","47021","6.199999999999999"
"2014","42055","7.5"
"2012","47021","5.4"
"2015","42055","6.3"
"2013","47021","5.1"
"2008","44057","5.5"
"2014","47021","4.35"
"2015","47021","3.95"
"2009","44057","9.6"
"2008","47023","3.5"
"2010","44057","10.5"
"2009","47023","4.9"
"2011","44057","9.9"
"2010","47023","4.9"
"2012","44057","9.7"
"2011","47023","5"
"2013","44057","8.3"
"2012","47023","5"
"2014","44057","6.9"
"2013","47023","4.3"
"2015","44057","5.8"
"2014","47023","3.8"
"2008","44059","6.6"
"2015","47023","3.5"
"2009","44059","9.8"
"2008","47025","3.9"
"2010","44059","10.3"
"2009","47025","5.7"
"2011","44059","9.5"
"2010","47025","5.2"
"2012","44059","9.1"
"2011","47025","4.8"
"2013","44059","8.8"
"2012","47025","4.3"
"2014","44059","7.8"
"2013","47025","3.9"
"2015","44059","6.5"
"2014","47025","3.9"
"2008","44061","8.1"
"2015","47025","3.7"
"2009","44061","11.6"
"2008","47027","2.8"
"2010","44061","10.3"
"2011","44061","10"
"2009","47027","4"
"2012","44061","9.4"
"2010","47027","4.2"
"2013","44061","8.4"
"2011","47027","4"
"2014","44061","7.3"
"2012","47027","3.8"
"2015","44061","6.3"
"2013","47027","3.7"
"2008","44063","7.6"
"2014","47027","3.5"
"2009","44063","12"
"2015","47027","3.1"
"2010","44063","12.9"
"2008","47029","3"
"2011","44063","12.2"
"2009","47029","6.2"
"2012","44063","11.5"
"2010","47029","5.2"
"2013","44063","11.1"
"2011","47029","4.6"
"2014","44063","10"
"2012","47029","3.9"
"2015","44063","7.9"
"2013","47029","3.6"
"2008","44065","6.1"
"2014","47029","3.3"
"2009","44065","9.1"
"2015","47029","3.1"
"2010","44065","9.6"
"2008","47031","5.1"
"2011","44065","8.8"
"2009","47031","6.6"
"2012","44065","8.4"
"2010","47031","6.9"
"2011","47031","7.5"
"2013","44065","7.6"
"2012","47031","8"
"2014","44065","6.6"
"2013","47031","6.9"
"2014","47031","5.9"
"2015","44065","5.7"
"2015","47031","5.2"
"2008","45067","5.3"
"2008","47033","2.8"
"2009","45067","8.7"
"2009","47033","4.2"
"2010","45067","8.5"
"2010","47033","5.8"
"2011","45067","7.550000000000001"
"2011","47033","5.6"
"2012","45067","7.199999999999999"
"2012","47033","5.4"
"2013","47033","5.1"
"2013","45067","6.699999999999999"
"2014","47033","4.6"
"2014","45067","5.6"
"2015","47033","4.3"
"2015","45067","4.8"
"2008","47035","2.6"
"2008","45069","5.9"
"2009","47035","4.8"
"2009","45069","8.649999999999999"
"2010","47035","4.4"
"2010","45069","9.25"
"2011","47035","3.9"
"2011","45069","8.65"
"2012","47035","3.3"
"2012","45069","7.9"
"2013","47035","3.1"
"2014","47035","2.8"
"2013","45069","7.300000000000001"
"2015","47035","2.6"
"2014","45069","6.449999999999999"
"2008","47037","4.4"
"2009","47037","7"
"2015","45069","5.45"
"2010","47037","6.7"
"2008","45071","5.4"
"2011","47037","6.5"
"2012","47037","5.8"
"2009","45071","9.4"
"2013","47037","5.2"
"2010","45071","8.95"
"2014","47037","5.3"
"2011","45071","8.05"
"2015","47037","4.9"
"2012","45071","7.5"
"2008","47039","3.8"
"2013","45071","6.8"
"2009","47039","6"
"2014","45071","5.55"
"2010","47039","6.7"
"2015","45071","4.65"
"2011","47039","6.1"
"2008","45001","4.3"
"2012","47039","5.9"
"2009","45001","7.4"
"2013","47039","5.6"
"2014","47039","5.4"
"2010","45001","7.7"
"2015","47039","5"
"2011","45001","6.7"
"2008","47041","9.2"
"2012","45001","6.4"
"2009","47041","11"
"2013","45001","5.9"
"2010","47041","14.9"
"2014","45001","4.6"
"2011","47041","16.2"
"2012","47041","16"
"2015","45001","4.1"
"2013","47041","15.4"
"2008","45003","4.8"
"2014","47041","14.5"
"2009","45003","6.8"
"2015","47041","11.5"
"2010","45003","7.6"
"2011","45003","7.1"
"2012","45003","7"
"2013","45003","6.6"
"2008","47043","2.7"
"2014","45003","5.4"
"2009","47043","4.2"
"2015","45003","4.8"
"2010","47043","4.4"
"2008","45005","5.9"
"2011","47043","4.1"
"2009","45005","9.1"
"2012","47043","3.4"
"2010","45005","9.1"
"2013","47043","3.2"
"2011","45005","8.2"
"2014","47043","2.9"
"2012","45005","8"
"2013","45005","7.7"
"2015","47043","2.5"
"2014","45005","6.5"
"2008","47045","2.8"
"2015","45005","6.4"
"2009","47045","3.5"
"2008","45007","5.5"
"2010","47045","3.1"
"2009","45007","8.1"
"2011","47045","3.3"
"2010","45007","8.6"
"2012","47045","3"
"2011","45007","7.8"
"2013","47045","2.8"
"2012","45007","7.5"
"2014","47045","2.5"
"2013","45007","7.2"
"2015","47045","2.5"
"2014","45007","6.5"
"2008","47047","3.4"
"2015","45007","5.9"
"2009","47047","6"
"2008","45009","6.8"
"2010","47047","6.2"
"2009","45009","10.9"
"2011","47047","6"
"2010","45009","10.1"
"2012","47047","5.7"
"2011","45009","9.1"
"2013","47047","5"
"2012","45009","8.6"
"2014","47047","4.7"
"2013","45009","8.4"
"2014","45009","6.6"
"2015","45009","5.9"
"2015","47047","4.5"
"2008","47049","3"
"2009","47049","3.5"
"2010","47049","3.9"
"2011","47049","4.2"
"2012","47049","4"
"2008","45011","5.3"
"2013","47049","3.3"
"2009","45011","8.7"
"2014","47049","3.1"
"2010","45011","8.7"
"2011","45011","7.9"
"2012","45011","7.7"
"2013","45011","7.2"
"2014","45011","5.5"
"2015","45011","4.8"
"2008","45013","5.2"
"2009","45013","7.1"
"2010","45013","8"
"2011","45013","7.3"
"2012","45013","7.4"
"2015","47049","2.7"
"2013","45013","7"
"2008","47051","3.6"
"2014","45013","5.7"
"2009","47051","4.7"
"2015","45013","5"
"2010","47051","4.7"
"2008","45015","5.3"
"2011","47051","4.8"
"2009","45015","8.4"
"2012","47051","4.4"
"2010","45015","7.2"
"2013","47051","4.2"
"2011","45015","6.5"
"2012","45015","6.9"
"2014","47051","3.6"
"2013","45015","7.3"
"2014","45015","5.4"
"2015","47051","3"
"2015","45015","5.7"
"2008","47053","3.4"
"2008","45017","4.7"
"2009","47053","4.1"
"2009","45017","7.3"
"2010","47053","4.4"
"2010","45017","7.6"
"2011","47053","4.6"
"2011","45017","7.3"
"2012","47053","4.4"
"2012","45017","7.2"
"2013","47053","3.9"
"2013","45017","6.6"
"2014","47053","3.4"
"2014","45017","5.3"
"2015","47053","3.2"
"2015","45017","4.5"
"2008","47055","2.6"
"2008","45019","4.6"
"2009","47055","3.7"
"2009","45019","7"
"2010","47055","3.4"
"2010","45019","7.4"
"2011","47055","3.7"
"2011","45019","6.7"
"2012","47055","3.1"
"2012","45019","6.4"
"2013","47055","2.9"
"2013","45019","6.2"
"2014","47055","2.7"
"2014","45019","5.1"
"2015","47055","2.3"
"2015","45019","4.6"
"2008","47057","3.3"
"2008","45021","6.1"
"2009","45021","8.5"
"2009","47057","5.4"
"2010","45021","9.4"
"2011","45021","8.7"
"2010","47057","5"
"2011","47057","4.5"
"2012","45021","8.8"
"2012","47057","3.9"
"2013","45021","8.7"
"2013","47057","3.4"
"2014","45021","7"
"2014","47057","3.4"
"2015","45021","6.4"
"2015","47057","3.4"
"2008","45023","9"
"2008","47059","2.6"
"2009","45023","17.1"
"2010","45023","12.6"
"2011","45023","10.7"
"2009","47059","3.1"
"2012","45023","10.3"
"2010","47059","3.3"
"2013","45023","9.7"
"2011","47059","3.3"
"2014","45023","7.1"
"2012","47059","3.1"
"2015","45023","7"
"2013","47059","2.8"
"2008","45025","6.7"
"2014","47059","2.6"
"2009","45025","10.1"
"2015","47059","2.4"
"2010","45025","10.6"
"2008","47061","3.1"
"2011","45025","10"
"2009","47061","4.5"
