"year","GEOID","rate"
"2009","36047","7.3"
"2015","39175","5.5"
"2008","39177","7"
"2009","39177","10.8"
"2010","36047","9.6"
"2010","39177","14.8"
"2011","36047","9.5"
"2011","39177","14.9"
"2012","39177","13.6"
"2012","36047","8.9"
"2013","39177","12.9"
"2014","39177","9.9"
"2013","36047","8.3"
"2015","39177","9.4"
"2014","36047","8.2"
"2008","39179","5.5"
"2009","39179","10"
"2015","36047","7.7"
"2010","39179","10"
"2008","36049","3.8"
"2011","39179","9.1"
"2012","39179","7.8"
"2009","36049","6.6"
"2013","39179","6.5"
"2010","36049","6.8"
"2014","39179","5.2"
"2011","36049","6.3"
"2015","39179","4.8"
"2008","39181","8.8"
"2012","36049","5.8"
"2009","39181","13.7"
"2013","36049","5.6"
"2010","39181","14.1"
"2014","36049","5.6"
"2011","39181","14.9"
"2015","36049","5.4"
"2008","36051","4.1"
"2009","36051","5.8"
"2010","36051","9.2"
"2012","39181","13.5"
"2011","36051","9.9"
"2013","39181","11.4"
"2012","36051","9.9"
"2014","39181","9.3"
"2013","36051","9.7"
"2015","39181","8.6"
"2014","36051","9.3"
"2008","39183","4.6"
"2015","36051","9.1"
"2009","39183","8.3"
"2008","36053","3.6"
"2010","39183","8.3"
"2009","36053","5.3"
"2011","39183","7.9"
"2010","36053","7.8"
"2012","39183","7.1"
"2011","36053","7.7"
"2013","39183","6"
"2012","36053","7"
"2014","39183","4.9"
"2013","36053","7.4"
"2015","39183","4.7"
"2014","36053","7.4"
"2008","39185","8.4"
"2009","39185","13.2"
"2015","36053","7.6"
"2010","39185","13.7"
"2008","36055","5.5"
"2011","39185","14"
"2009","36055","8.9"
"2012","39185","12.4"
"2010","36055","10.6"
"2013","39185","10.9"
"2011","36055","10.4"
"2014","39185","8.9"
"2012","36055","10.4"
"2015","39185","8.4"
"2008","39187","7.6"
"2013","36055","10.3"
"2009","39187","11.8"
"2014","36055","10"
"2010","39187","14.3"
"2015","36055","9.3"
"2011","39187","16.9"
"2012","39187","15.3"
"2008","36057","5.6"
"2013","39187","12.4"
"2009","36057","9.4"
"2014","39187","9.6"
"2015","39187","8.8"
"2010","36057","11.5"
"2008","39189","4.7"
"2009","39189","7.9"
"2011","36057","11.4"
"2010","39189","7.8"
"2012","36057","10.5"
"2011","39189","7.9"
"2013","36057","10.2"
"2012","39189","7.4"
"2014","36057","9.8"
"2013","39189","6.4"
"2015","36057","9"
"2014","39189","5.2"
"2015","39189","4.9"
"2008","36059","2.9"
"2008","39191","5.7"
"2009","36059","5.6"
"2009","39191","8.8"
"2010","36059","6.3"
"2010","39191","9.2"
"2011","39191","9"
"2011","36059","4.8"
"2012","39191","8.4"
"2012","36059","4.4"
"2013","39191","7.7"
"2013","36059","4.6"
"2014","39191","6.4"
"2015","39191","6.1"
"2014","36059","4.6"
"2008","39193","7.5"
"2015","36059","4.4"
"2009","39193","12.7"
"2010","39193","13.4"
"2011","39193","11.8"
"2012","39193","10.4"
"2013","39193","8.9"
"2014","39193","6.6"
"2008","37001","5.65"
"2015","39193","5.7"
"2009","37001","9.25"
"2010","37001","8.95"
"2008","39195","7.7"
"2011","37001","8.3"
"2009","39195","12.6"
"2012","37001","7.8"
"2010","39195","13.9"
"2013","37001","6.65"
"2011","39195","13.9"
"2014","37001","5.300000000000001"
"2012","39195","13"
"2015","37001","4.85"
"2013","39195","11.7"
"2008","37003","6.7"
"2009","37003","11.3"
"2014","39195","9.5"
"2010","37003","11.149999999999999"
"2015","39195","9.6"
"2011","37003","10.100000000000001"
"2012","37003","9"
"2008","39197","5.6"
"2013","37003","7.6"
"2009","39197","10.4"
"2014","37003","5.9"
"2010","39197","11"
"2015","37003","5.4"
"2011","39197","10.3"
"2012","39197","9.2"
"2008","37005","7.5"
"2013","39197","7.7"
"2009","37005","11.9"
"2014","39197","5.6"
"2010","37005","12"
"2015","39197","5"
"2011","37005","12.05"
"2008","39199","7.6"
"2012","37005","11.4"
"2009","39199","11.9"
"2013","37005","10.25"
"2010","39199","11.8"
"2014","37005","8.25"
"2011","39199","11.3"
"2015","37005","6.95"
"2012","39199","10.6"
"2008","37007","7.2"
"2009","37007","11.5"
"2013","39199","9.5"
"2010","37007","11.399999999999999"
"2014","39199","6.7"
"2011","37007","10.45"
"2015","39199","5.9"
"2012","37007","9.8"
"2008","39001","5.85"
"2013","37007","8.6"
"2009","39001","8.95"
"2014","37007","6.85"
"2010","39001","9.4"
"2015","37007","6.3"
"2011","39001","8.55"
"2008","37009","6.4"
"2012","39001","7.75"
"2009","37009","10.3"
"2013","39001","7.6"
"2010","37009","10.65"
"2014","39001","5.949999999999999"
"2011","37009","10.100000000000001"
"2015","39001","5.4"
"2012","37009","9.850000000000001"
"2008","39003","5.15"
"2013","37009","8.8"
"2009","39003","7.800000000000001"
"2010","39003","7.6"
"2014","37009","6.9"
"2011","39003","6.699999999999999"
"2015","37009","6.1"
"2012","39003","5.550000000000001"
"2008","37011","5.6"
"2013","39003","5.5"
"2009","37011","8.75"
"2014","39003","4.45"
"2010","37011","9.65"
"2015","39003","4"
"2011","37011","9.6"
"2008","39005","6.95"
"2012","37011","9.45"
"2009","39005","9.25"
"2013","37011","8.15"
"2010","39005","8.65"
"2011","39005","7.95"
"2014","37011","6.25"
"2012","39005","7.5"
"2015","37011","5.7"
"2013","39005","7.85"
"2008","37013","6.3"
"2014","39005","6.2"
"2009","37013","9.850000000000001"
"2015","39005","4.8"
"2010","37013","10.3"
"2008","39007","5.050000000000001"
"2011","37013","9.649999999999999"
"2009","39007","8.05"
"2012","37013","9.55"
"2010","39007","8.100000000000001"
"2013","37013","8.75"
"2011","39007","7.4"
"2014","37013","7.05"
"2012","39007","6.4"
"2015","37013","6.35"
"2013","39007","6.199999999999999"
"2008","37015","6.6"
"2014","39007","5"
"2009","37015","9.9"
"2015","39007","4.5"
"2010","37015","10.100000000000001"
"2008","39009","4.95"
"2011","37015","9.95"
"2009","39009","6.300000000000001"
"2012","37015","9.9"
"2010","39009","7.3"
"2013","37015","8.95"
"2011","39009","6.85"
"2012","39009","5.949999999999999"
"2014","37015","7.1"
"2013","39009","6.449999999999999"
"2015","37015","6.6"
"2014","39009","5.1"
"2008","37017","7.050000000000001"
"2015","39009","5.25"
"2009","37017","10.55"
"2008","39011","3.75"
"2009","39011","6.85"
"2010","37017","11.25"
"2010","39011","6.300000000000001"
"2011","39011","5.15"
"2011","37017","11.05"
"2012","39011","4"
"2013","39011","3.95"
"2012","37017","10.649999999999999"
"2014","39011","3.05"
"2013","37017","9.4"
"2015","39011","2.75"
"2014","37017","7.75"
"2008","39013","4.25"
"2015","37017","6.8"
"2009","39013","6.199999999999999"
"2008","37019","6.4"
"2010","39013","7.000000000000001"
"2011","39013","5.9"
"2009","37019","10"
"2012","39013","5.1"
"2010","37019","11.15"
"2013","39013","5.199999999999999"
"2011","37019","10.899999999999999"
"2014","39013","4.65"
"2015","39013","4.75"
"2012","37019","10.35"
"2008","39015","5.199999999999999"
"2013","37019","9"
"2009","39015","8.15"
"2010","39015","8.450000000000001"
"2014","37019","7.25"
"2011","39015","7.6000000000000005"
"2015","37019","6.550000000000001"
"2012","39015","6.4"
"2008","37021","4.75"
"2013","39015","6.35"
"2009","37021","7.8500000000000005"
"2014","39015","4.95"
"2010","37021","7.9"
"2015","39015","4.25"
"2011","37021","7.5"
"2008","39017","4.300000000000001"
"2012","37021","7.1"
"2009","39017","6.85"
"2013","37021","5.95"
"2010","39017","6.75"
"2014","37021","4.7"
"2011","39017","6.199999999999999"
"2012","39017","5.300000000000001"
"2015","37021","4.199999999999999"
"2013","39017","5.1"
"2014","39017","3.95"
"2008","37023","7.25"
"2015","39017","3.4"
"2009","37023","11.6"
"2008","39019","5.35"
"2010","37023","10.9"
"2009","39019","8.549999999999999"
"2010","39019","8.05"
"2011","37023","9.95"
"2011","39019","6.6"
"2012","39019","5.550000000000001"
"2012","37023","9.2"
"2013","39019","5.6"
"2014","39019","4.5"
"2013","37023","7.949999999999999"
"2015","39019","4.300000000000001"
"2008","39021","5"
"2014","37023","6.35"
"2009","39021","8.55"
"2015","37023","5.800000000000001"
"2010","39021","7.3500000000000005"
"2008","37025","5.85"
"2011","39021","6.15"
"2009","37025","9.75"
"2012","39021","5.050000000000001"
"2010","37025","10.15"
"2013","39021","4.6"
"2011","37025","9.55"
"2014","39021","3.5"
"2012","37025","8.9"
"2015","39021","3.1000000000000005"
"2013","37025","7.75"
"2008","39023","4.95"
"2009","39023","7.1"
"2014","37025","6.199999999999999"
"2010","39023","6.550000000000001"
"2015","37025","5.6"
"2011","39023","5.65"
"2008","37027","6.4"
"2012","39023","4.65"
"2009","37027","11.35"
"2013","39023","4.449999999999999"
"2014","39023","3.65"
"2010","37027","11.25"
"2015","39023","3.4000000000000004"
"2011","37027","10.35"
"2008","39025","4.550000000000001"
"2012","37027","9.7"
"2009","39025","7"
"2013","37027","8.1"
"2010","39025","6.800000000000001"
"2014","37027","6.25"
"2015","37027","5.449999999999999"
"2011","39025","5.6"
"2008","37029","5.550000000000001"
"2012","39025","4.45"
"2009","37029","8.25"
"2013","39025","4.4"
"2010","37029","8.350000000000001"
"2014","39025","3.4000000000000004"
"2011","37029","8.3"
"2015","39025","3.2"
"2012","37029","8.05"
"2013","37029","7.25"
"2008","39027","5.8"
"2014","37029","6.1"
"2009","39027","10.05"
"2015","37029","5.6"
"2010","39027","10.899999999999999"
"2008","37031","6"
"2009","37031","8.899999999999999"
"2011","39027","9.2"
"2010","37031","9.399999999999999"
"2012","39027","7.8999999999999995"
"2011","37031","9.399999999999999"
"2013","39027","8.25"
"2012","37031","9.25"
"2014","39027","6.65"
"2013","37031","8"
"2015","39027","5.35"
"2008","39029","6.050000000000001"
"2014","37031","6.550000000000001"
"2009","39029","10.05"
"2015","37031","6"
"2010","39029","9.75"
"2011","39029","8.1"
"2008","37033","7.45"
"2012","39029","6.8"
"2009","37033","10.5"
"2013","39029","6.800000000000001"
"2010","37033","11.1"
"2014","39029","6.05"
"2011","37033","10.45"
"2015","39029","5.4"
"2012","37033","10.1"
"2008","39031","5.8"
"2013","37033","8.9"
"2009","39031","8.55"
"2014","37033","7.2"
"2010","39031","8.049999999999999"
"2015","37033","6.45"
"2011","39031","7.3500000000000005"
"2008","37035","6.9"
"2012","39031","6.6"
"2009","37035","11.8"
"2013","39031","6.6"
"2010","37035","11.85"
"2014","39031","5.300000000000001"
"2015","39031","4.6"
"2011","37035","11.149999999999999"
"2008","39033","5.75"
"2012","37035","10.55"
"2009","39033","9.15"
"2013","37035","9"
"2010","39033","7.75"
"2014","37035","7"
"2011","39033","6.949999999999999"
"2015","37035","6.1"
"2012","39033","5.75"
"2013","39033","5.75"
"2008","37037","5.25"
"2014","39033","4.35"
"2009","37037","7.75"
"2015","39033","4"
"2010","37037","8.3"
"2008","39035","4.6"
"2011","37037","7.949999999999999"
"2009","39035","6.35"
"2012","37037","7.85"
"2013","37037","6.5"
"2014","37037","5.2"
"2015","37037","4.9"
"2008","37039","7.5"
"2010","39035","6"
"2009","37039","11.8"
"2011","39035","5.65"
"2012","39035","5.1"
"2010","37039","11"
"2013","39035","5"
"2011","37039","10.600000000000001"
"2014","39035","4.5"
"2012","37039","10.4"
"2015","39035","3.7"
"2013","37039","9"
"2008","39037","4.1"
"2014","37039","6.9"
"2009","39037","4.2"
"2015","37039","6.1"
"2010","39037","3.7"
"2008","37041","7.4"
"2011","39037","3.5"
"2009","37041","9.65"
"2012","39037","3.2"
"2010","37041","10.9"
"2013","39037","2.9"
"2011","37041","11"
"2014","39037","2.8"
"2012","37041","10.8"
"2015","39037","3.1"
"2013","37041","9.7"
"2008","39039","2.4"
"2009","39039","3.3"
"2010","39039","3"
"2011","39039","3"
"2012","39039","2.7"
"2013","39039","2.3"
"2014","37041","7.65"
"2014","39039","2.4"
"2015","39039","2.3"
"2008","39041","3.5"
"2009","39041","3.7"
"2010","39041","3"
"2011","39041","2.9"
"2012","39041","2.7"
"2013","39041","2.6"
"2014","39041","2.1"
"2015","39041","2.4"
"2008","39043","4.1"
"2009","39043","4.7"
"2010","39043","5.3"
"2011","39043","5.2"
"2015","37041","7"
"2012","39043","5.1"
"2008","37043","6.25"
"2013","39043","4.7"
"2014","39043","3.9"
"2015","39043","3.6"
"2009","37043","9.85"
"2008","39045","3.3"
"2010","37043","10.55"
"2009","39045","4.2"
"2011","37043","10.1"
"2010","39045","3.5"
"2011","39045","3"
"2012","39045","2.5"
"2012","37043","9.55"
"2013","39045","2.3"
"2013","37043","8.25"
"2014","39045","2.4"
"2015","39045","2.4"
"2014","37043","6.65"
"2008","39047","3.6"
"2015","37043","6.199999999999999"
"2009","39047","3.6"
"2010","39047","3.6"
"2008","37045","7.5"
"2011","39047","3.1"
"2009","37045","11.95"
"2012","39047","3.1"
"2013","39047","3"
"2010","37045","12.05"
"2014","39047","2.9"
"2011","37045","11.100000000000001"
"2015","39047","2.7"
"2008","39049","5.1"
"2012","37045","10.45"
"2009","39049","5.2"
"2013","37045","9.35"
"2010","39049","4.8"
"2014","37045","7.449999999999999"
"2011","39049","4.6"
"2015","37045","6.6"
"2012","39049","4.3"
"2008","37047","6.85"
"2013","39049","4.2"
"2009","37047","11.4"
"2014","39049","4.2"
"2010","37047","11.65"
"2015","39049","4.2"
"2011","37047","11.5"
"2008","39051","2.9"
"2012","37047","11"
"2009","39051","3.9"
"2013","37047","9.8"
"2010","39051","4.4"
"2014","37047","8.05"
"2011","39051","3.7"
"2015","37047","6.75"
"2012","39051","3.2"
"2008","37049","6.300000000000001"
"2013","39051","3"
"2009","37049","9.600000000000001"
"2014","39051","3"
"2010","37049","9.899999999999999"
"2015","39051","3.1"
"2011","37049","10.149999999999999"
"2008","39053","2.4"
"2012","37049","9.75"
"2009","39053","3.3"
"2013","37049","9.05"
"2010","39053","2.2"
"2014","37049","7.35"
"2011","39053","1.8"
"2015","37049","6.6"
"2012","39053","1.5"
"2008","37051","6"
"2013","39053","1.5"
"2009","37051","8.65"
"2014","39053","1.5"
"2010","37051","9.1"
"2015","39053","2.3"
"2011","37051","9.05"
"2008","39055","4.5"
"2012","37051","9.2"
"2009","39055","4.7"
"2013","37051","8.3"
"2010","39055","5"
"2014","37051","6.9"
"2011","39055","4.7"
"2015","37051","6.4"
"2012","39055","4.4"
"2013","39055","4.2"
"2014","39055","4"
"2015","39055","3.6"
"2008","39057","4.6"
"2009","39057","4.3"
"2010","39057","5.2"
"2011","39057","5.4"
"2012","39057","5.3"
"2013","39057","4.6"
"2014","39057","3.9"
"2015","39057","4.2"
"2008","39059","3.5"
"2009","39059","4.3"
"2010","39059","4.6"
"2011","39059","4"
"2012","39059","3.6"
"2013","39059","3.3"
"2014","39059","3.3"
"2015","39059","3"
"2008","39061","4.2"
"2008","37069","5.2"
"2009","39061","3.9"
"2009","37069","7.3"
"2010","39061","2.6"
"2010","37069","7.4"
"2011","39061","2.2"
"2011","37069","7.1"
"2012","39061","1.6"
"2012","37069","7.3"
"2013","39061","1.5"
"2013","37069","6.3"
"2014","37069","5.2"
"2014","39061","1.3"
"2015","37069","4.8"
"2015","39061","1.9"
"2008","37071","5.4"
"2008","39063","3.3"
"2009","37071","7.8"
"2009","39063","4.1"
"2010","37071","8"
"2010","39063","4"
"2011","37071","7.7"
"2011","39063","4.3"
"2012","37071","7.9"
"2012","39063","4.2"
"2013","37071","6.8"
"2013","39063","4.3"
"2014","37071","5.5"
"2014","39063","3.8"
"2015","37071","4.7"
"2015","39063","3.7"
"2008","37073","6.9"
"2008","39065","4.5"
"2009","37073","9.3"
"2009","39065","4"
"2010","37073","9.6"
"2010","39065","5.7"
"2011","37073","9.2"
"2011","39065","6.2"
"2012","37073","9.7"
"2012","39065","6.7"
"2013","37073","9.1"
"2013","39065","6.1"
"2014","37073","7.7"
"2014","39065","6.3"
"2015","37073","6.5"
"2015","39065","5.7"
"2008","37075","7"
"2008","39067","5.2"
"2009","37075","9.8"
"2009","39067","5.9"
"2010","37075","10.6"
"2010","39067","6.4"
"2011","39067","6.9"
"2011","37075","10.8"
"2012","39067","6.5"
"2012","37075","11"
"2013","39067","6.1"
"2013","37075","9.9"
"2014","39067","5.6"
"2014","37075","8.1"
"2015","39067","5.3"
"2015","37075","7.2"
"2008","39069","4.3"
"2008","37077","5.7"
"2009","39069","5.3"
"2009","37077","7.5"
"2010","37077","7.6"
"2010","39069","5.3"
"2011","37077","7.7"
"2011","39069","4.8"
"2012","37077","7.9"
"2012","39069","4.3"
"2013","37077","6.8"
"2013","39069","4.2"
"2014","37077","5.7"
"2014","39069","4.3"
"2015","37077","5.3"
"2015","39069","4.2"
"2008","37079","4.4"
"2008","39071","3.8"
"2009","37079","6.7"
"2009","39071","4.2"
"2010","37079","7.2"
"2010","39071","3.8"
"2011","37079","7"
"2011","39071","3.8"
"2012","37079","7.2"
"2012","39071","4.1"
"2013","37079","6.1"
"2013","39071","3.8"
"2014","37079","4.9"
"2014","39071","3.6"
"2015","37079","4.3"
"2015","39071","3.4"
"2008","37081","5"
"2008","39073","3.6"
"2009","37081","8.4"
"2009","39073","7.9"
"2010","37081","8.6"
"2010","39073","4.6"
"2011","37081","8.1"
"2011","39073","3.5"
"2012","37081","8.3"
"2012","39073","3"
"2013","39073","2.9"
"2013","37081","7.7"
"2014","39073","2.8"
"2014","37081","6.3"
"2015","39073","2.4"
"2015","37081","5"
"2008","39075","2.6"
"2008","37083","5.2"
"2009","39075","3.9"
"2009","37083","7.4"
"2010","39075","2.8"
"2010","37083","7.8"
"2011","39075","2.8"
"2011","37083","7.6"
"2012","39075","2.3"
"2012","37083","7.8"
"2013","39075","2.4"
"2013","37083","6.6"
"2014","39075","2.6"
"2014","37083","5.4"
"2015","39075","3.3"
"2015","37083","4.7"
"2008","39077","3.9"
"2008","37085","5.1"
"2009","39077","5.1"
"2009","37085","8.2"
"2010","37085","9.4"
"2010","39077","3.8"
"2011","37085","9.2"
"2011","39077","3.8"
"2012","37085","9.4"
"2012","39077","3.7"
"2013","37085","8.9"
"2013","39077","3.4"
"2014","37085","7.4"
"2014","39077","3"
"2015","37085","5.8"
"2015","39077","2.7"
"2008","37087","4.8"
"2008","39079","9.5"
"2009","37087","6.9"
"2009","39079","11.5"
"2010","37087","7.5"
"2010","39079","10.9"
"2011","37087","7.1"
"2011","39079","10.9"
"2012","37087","7.3"
"2012","39079","10.6"
"2013","37087","6.3"
"2013","39079","12.3"
"2014","37087","5.1"
"2014","39079","11.4"
"2015","37087","4.6"
"2015","39079","10.1"
"2008","37089","7.1"
"2008","39081","4.6"
"2009","37089","9.8"
"2009","39081","10.6"
"2010","37089","10.3"
"2010","39081","4.3"
"2011","37089","10.4"
"2011","39081","3.1"
"2012","37089","10.2"
"2012","39081","2.7"
"2013","37089","9.1"
"2013","39081","2.5"
"2014","37089","7.8"
"2014","39081","2.3"
"2015","37089","6.9"
"2015","39081","1.8"
"2008","37091","4.6"
"2008","39083","4.2"
"2009","37091","6.3"
"2009","39083","5.2"
"2010","37091","6.9"
"2010","39083","3.9"
"2011","37091","6.7"
"2011","39083","4"
"2012","37091","6.8"
"2012","39083","3.7"
"2013","37091","5.8"
"2013","39083","4"
"2014","37091","4.7"
"2014","39083","5"
"2015","37091","4.2"
"2015","39083","4.9"
"2008","37093","5.1"
"2008","39085","5.3"
"2009","37093","7.3"
"2009","39085","5"
"2010","37093","7.6"
"2010","39085","5.1"
"2011","37093","7.5"
"2011","39085","5.4"
"2012","37093","7.7"
"2012","39085","5.2"
"2013","37093","6.7"
"2013","39085","4.6"
"2014","37093","5.4"
"2014","39085","4.7"
"2015","37093","4.8"
"2015","39085","4.2"
"2008","37095","6.9"
"2008","39087","1.3"
"2009","37095","8.9"
"2009","39087","2.1"
"2010","37095","8.9"
"2010","39087","2.3"
"2011","37095","9"
"2011","39087","2"
"2012","37095","9.2"
"2012","39087","2.1"
"2013","37095","8.1"
"2013","39087","2.1"
"2014","37095","6.7"
"2014","39087","2.1"
"2015","37095","5.8"
"2015","39087","2.6"
"2008","37097","5.8"
"2008","39089","2.4"
"2009","37097","8.3"
"2009","39089","3.2"
"2010","37097","9.1"
"2010","39089","2.8"
"2011","37097","8.8"
"2011","39089","2.2"
"2012","37097","9.4"
"2012","39089","1.8"
"2013","37097","8.8"
"2013","39089","1.7"
"2014","37097","7"
"2014","39089","1.6"
"2015","37097","6.6"
"2015","39089","2.6"
"2008","37099","5.5"
"2008","39091","2.1"
"2009","37099","7.6"
"2009","39091","2.9"
"2010","37099","8.2"
"2010","39091","2.7"
"2011","37099","7.9"
"2011","39091","2.6"
"2012","37099","8"
"2012","39091","2.7"
"2013","37099","6.9"
"2013","39091","2.4"
"2014","37099","5.6"
"2014","39091","2.2"
"2015","37099","5.2"
"2015","39091","2.2"
"2008","37101","6.1"
"2008","39093","2.9"
"2009","39093","3.5"
"2009","37101","9.6"
"2010","39093","4.1"
"2010","37101","9.6"
"2011","39093","3.8"
"2011","37101","9.1"
"2012","39093","3.4"
"2012","37101","9.4"
"2013","39093","3.1"
"2013","37101","8.4"
"2014","39093","2.8"
"2014","37101","6.9"
"2015","39093","2.5"
"2015","37101","6.4"
